Sample_id	recovered_day	lowest_dist	DistxDay	Perturbance_scale	Sample	Day	Study	Shannon	Akkermansia.muciniphila._Akkermansia.muciniphila.CAG.154_Akkermansia.sp..UNK.MGS.1_Akkermansia.sp..54_46_Akkermansia.sp..Phil8_Akkermansia.muciniphila_	Alistipes.finegoldii._Alistipes.finegoldii.CAG.68_Alistipes.finegoldii_Alistipes.sp..HGB5_	Alistipes.finegoldii_onderdonkii._Alistipes.sp..CAG.29_Alistipes.sp..AL.1_Alistipes.finegoldii_Alistipes.onderdonkii_	Alistipes.obesi	Alistipes.putredinis._Alistipes.putredinis.CAG.67_Alistipes.putredinis_	Alistipes.shahii._Alistipes.sp..56_sp_Nov_56_25_Alistipes.shahii_	Anaerostipes.hadrus._Lachnospiraceae.bacterium.CAG.25_Firmicutes.bacterium.CAG.552_39_19_Clostridiales.bacterium.Nov_37_41_Clostridium.sp..SS2_1_Anaerostipes.hadrus_Lachnospiraceae.bacterium.5_1_63FAA_	Anaerostipes.hadrus._uncultured.Eubacterium.sp._Anaerostipes.hadrus_	Atopobiaceae.species.incertae.sedis	Bacteroidales.species.incertae.sedis	Bacteroides.caccae	Bacteroides.caecimuris	Bacteroides.dorei_vulgatus._Bacteroidia.bacterium.UC5.1.2G11_Candidatus.Gastranaerophilales.bacterium.HUM_8_Bacteroides.dorei_Bacteroides.sp..3_1_33FAA_Bacteroides.sp..4_3_47FAA_Bacteroides.sp..9_1_42FAA_Bacteroides.sp..3_1_40A_Bacteroides.vulgatus_	Bacteroides.faecis_thetaiotaomicron._Bacteroides.sp..HMSC067B03_Bacteroides.sp..HMSC068A09_Bacteroides.sp..1_1_14_Bacteroides.faecis_Bacteroides.thetaiotaomicron_Bacteroides.sp..AR20_	Bacteroides.massiliensis	Bacteroides.rodentium_uniformis._Bacteroides.sp..4_1_36_Bacteroides.sp..D20_Bacteroides.rodentium_Bacteroides.uniformis_	Bacteroides.sp.._Bacteroides.sp..14.A._Bacteroides.timonensis_uncultured.Bacteroides.sp._Bacteroides.cellulosilyticus_Bacteroides.intestinalis_	Bacteroides.sp.._Bacteroides.sp..HMSC073E02_Bacteroides.ovatus_Bacteroides.xylanisolvens_Bacteroides.sp..1_1_30_Bacteroides.sp..3_1_13_Bacteroides.sp..3_1_23_Bacteroides.sp..2_1_22_Bacteroides.sp..2_2_4_Bacteroides.sp..D1_Bacteroides.sp..D2_Bacteroides.sp..D22_Bacteroides.fragilis_	Bacteroides.stercoris	Barnesiella.intestinihominis._Bacteroides.sp..CAG.20_Bacteroides.sp..N54.MGS.20_Barnesiella.intestinihominis_	Bifidobacterium.adolescentis	Bifidobacterium.animalis	Bifidobacterium.bifidum._Bifidobacterium.bifidum.CAG.234_Bifidobacterium.bifidum_	Bifidobacterium.catenulatum_kashiwanohense	Bifidobacterium.longum._Bifidobacterium.longum.CAG.69_Bifidobacterium.longum_	Bifidobacterium.pseudocatenulatum	Bifidobacterium.ruminantium	Blautia.massiliensis._Blautia.sp..KLE.1732_Blautia.sp..SF.50_Blautia.massiliensis_Ruminococcus.sp..SR1_5_uncultured.Blautia.sp._	Blautia.obeum._uncultured.Ruminococcus.sp._Blautia.obeum_	Blautia.obeum._uncultured.Ruminococcus.sp._Blautia.sp..Marseille.P3087_Blautia.obeum_	Blautia.obeum_wexlerae._Ruminococcus.sp..CAG.9_Blautia.sp..Marseille.P2398_Ruminococcus.sp..CAG.9.related_41_34_Blautia.obeum_Blautia.wexlerae_Ruminococcus.sp..5_1_39BFAA_	Butyricicoccus.species.incertae.sedis	Butyrivibrio.crossotus._Butyrivibrio.crossotus.CAG.259_Butyrivibrio.crossotus_	Clostridiales.Family.XIII..Incertae.Sedis.species.incertae.sedis	Clostridiales.sp.._Clostridium.sp..CAG.264_Clostridium.sp..L2.50_uncultured.Coprococcus.sp._	Clostridiales.sp.._Ruminococcus.sp..CAG.55__Ruminococcus_.torques_Ruminococcus.faecis_	Clostridiales.sp.._uncultured.Ruminococcus.sp._Ruminococcus.sp..Marseille.P328_uncultured.Clostridium.sp._uncultured.Blautia.sp._	Clostridiales.species.incertae.sedis	Clostridium.sp..CAG.127	Clostridium.sp..CAG.138	Clostridium.sp..CAG.217	Clostridium.sp..CAG.288	Clostridium.sp..CAG.798	Clostridium.sp.._Clostridium.sp..CAG.81_butyrate.producing.bacterium.SS3_4_uncultured.Clostridium.sp._	Clostridium.sp.._Firmicutes.bacterium.CAG.41_uncultured.Clostridium.sp._	Clostridium.species.incertae.sedis	Collinsella.aerofaciens._Collinsella.sp..CAG.166_Collinsella.sp..4_8_47FAA_Collinsella.aerofaciens_	Coprococcus.catus	Coprococcus.comes._Coprococcus.comes.CAG.19_Coprococcus.comes_uncultured.Coprococcus.sp._	Coprococcus.eutactus._Coprococcus.sp..CAG.131_Coprococcus.sp..CAG.131_42_139_Coprococcus.eutactus_	Dehalococcoidales.species.incertae.sedis	Dialister.invisus._Dialister.invisus.CAG.218_Dialister.invisus_	Dialister.sp..CAG.357	Dialister.sp..CAG.486	Dorea.formicigenerans._Veillonella.sp..CAG.933_Dorea.formicigenerans.CAG.28_Dorea.sp..AGR2135_uncultured.Dorea.sp._Dorea.formicigenerans_	Dorea.longicatena._Dorea.longicatena.CAG.42_Dorea.longicatena_	Dorea.longicatena._Dorea.sp..42_8_Dorea.longicatena_	Eggerthellaceae.species.incertae.sedis	Erysipelotrichaceae.species.incertae.sedis	Eubacterium.sp..CAG.180	Eubacterium.sp..CAG.38	Eubacterium.sp.._Eubacterium.sp..CAG.146_uncultured.Eubacterium.sp._Eubacterium.sp..38_16_	Eubacterium.species.incertae.sedis	Eubacterium.ventriosum	Faecalibacterium.prausnitzii	Faecalibacterium.prausnitzii._uncultured.Faecalibacterium.sp._Faecalibacterium.prausnitzii_	Faecalibacterium.sp.._Faecalibacterium.sp..CAG.74_Faecalibacterium.sp..CAG.74_58_120_	Faecalibacterium.species.incertae.sedis	Firmicutes.bacterium.CAG.341	Firmicutes.bacterium.CAG.449	Firmicutes.sp.._Eubacterium.sp..CAG.76_Eubacterium.sp..CAG76_36_125_Lachnospira.pectinoschiza_Lactobacillus.rogosae_	Firmicutes.sp.._Phascolarctobacterium.sp..CAG.207_Carnobacterium.sp..N15.MGS.207_	Firmicutes.species.incertae.sedis	Fusicatenibacter.saccharivorans._Fusicatenibacter.saccharivorans_Blautia.sp..CAG.37_Blautia.sp..CAG.37_48_57_	Holdemanella.biformis	Intestinibacter.bartlettii._Clostridium.bartlettii.CAG.1329_Intestinibacter.bartlettii_Clostridium.sp..1_1_41A1FAA_uncultured.Clostridium.sp._	Lachnospira.sp.._Clostridiales.bacterium.KLE1615_Clostridiales.bacterium.41_21_two_genomes_uncultured.Lachnospira.sp._	Lachnospiraceae.species.incertae.sedis	Lactobacillus.ruminis._Lactobacillus.ruminis.CAG.367_Lactobacillus.ruminis_	Lactococcus.lactis	Methanobrevibacter.smithii._Methanobrevibacter.smithii.CAG.186_Methanobrevibacter.sp..A54_Methanobrevibacter.smithii_	Methanosphaera.stadtmanae._Methanosphaera.sp..A6_Methanosphaera.stadtmanae_	Mitsuokella.jalaludinii	Mycoplasma.sp..CAG.611	Odoribacter.splanchnicus._Odoribacter.splanchnicus.CAG.14_Odoribacter.sp..N15.MGS.14_Odoribacter.sp..N54.MGS.14_Odoribacter.sp..UNK.MGS.12_Odoribacter.sp..43_10_Odoribacter.splanchnicus_	Oscillibacter.sp..57_20	Oscillibacter.sp.._Oscillibacter.sp..ER4_Firmicutes.bacterium.CAG.129_59_24_	Oscillibacter.species.incertae.sedis	Parabacteroides.distasonis._Parabacteroides.sp..CAG.2_Bacteroidales.bacterium.43_36_Parabacteroides.sp..2_1_7_Bacteroides.sp..2_1_33B_Parabacteroides.sp..20_3_Bacteroides.sp..3_1_19_Parabacteroides.sp..D13_Parabacteroides.sp..D25_Parabacteroides.sp..D26_Porphyromonas.sp..31_2_Parabacteroides.distasonis_	Parabacteroides.merdae._Parabacteroides.sp..merdae.related_45_40_Parabacteroides.merdae_	Peptostreptococcaceae.species.incertae.sedis	Prevotella.copri._Prevotella.copri.CAG.164_Prevotella.copri_	Prevotella.sp..CAG.279	Prevotella.sp..CAG.520	Prevotella.species.incertae.sedis	Romboutsia.timonensis	Roseburia.faecis._Roseburia.sp..CAG.18_Roseburia.sp..CAG.18_43_25_Roseburia.faecis_	Roseburia.hominis	Roseburia.intestinalis._Roseburia.intestinalis.CAG.13_Roseburia.intestinalis_	Roseburia.inulinivorans._Roseburia.inulinivorans.CAG.15_Roseburia.inulinivorans_	Roseburia.sp..40_7	Roseburia.sp.._Roseburia.sp..CAG.45_uncultured.Roseburia.sp._	Roseburia.species.incertae.sedis	Ruminococcaceae.species.incertae.sedis	Ruminococcus.bicirculans._Ruminococcus.bicirculans_Ruminococcus.sp..CAG.57_Ruminococcus.sp..N15.MGS.57_uncultured.Ruminococcus.sp._	Ruminococcus.bromii._Ruminococcus.sp..CAG.108_Ruminococcus.sp..A254.MGS.108_uncultured.Ruminococcus.sp._Ruminococcus.sp..CAG.108.related_41_35_Ruminococcus.bromii_	Ruminococcus.lactaris	Ruminococcus.sp..CAG.177	Ruminococcus.sp..CAG.254	Ruminococcus.sp.._Firmicutes.bacterium.CAG.56_uncultured.Ruminococcus.sp._	Ruminococcus.species.incertae.sedis	Streptococcus.sp.._Streptococcus.sp..SR4_Streptococcus.salivarius.CAG.79_Streptococcus.salivarius_Streptococcus.pneumoniae_Streptococcus.sp..HSISS1_Streptococcus.equinus_Streptococcus.vestibularis_Streptococcus.sp..449_SSPC_Streptococcus.sp..1004_SSPC_Streptococcus.sp..HMSC10E12_Streptococcus.sp..HMSC068F04_Streptococcus.sp..HMSC078H03_Streptococcus.sp..HMSC065H07_Streptococcus.sp..HMSC064D12_Streptococcus.sp..HMSC064H09_Streptococcus.sp..HMSC072D03_Streptococcus.sp..HMSC078H12_Streptococcus.sp..CCH5.D3_Streptococcus.sp..CCH8.H5_Streptococcus.sp..FDAARGOS_192_Streptococcus.sp..ACS2_	Streptococcus.thermophilus._Streptococcus.thermophilus.CAG.236_Streptococcus.thermophilus_	Succinivibrio.dextrinosolvens	Sutterella.species.incertae.sedis	Sutterella.wadsworthensis._Sutterella.wadsworthensis.CAG.135_Burkholderia.sp..K4410.MGS.135_Sutterella.wadsworthensis_	Veillonella.parvula._Veillonella.parvula_Veillonella.sp..6_1_27_Veillonella.sp..3_1_44_	X_Eubacterium_.eligens._Candidatus.Gastranaerophilales.bacterium.HUM_14__Eubacterium_.eligens_	X_Eubacterium_.eligens._Eubacterium.eligens.CAG.72_Candidatus.Gastranaerophilales.bacterium.HUM_19__Eubacterium_.eligens_	X_Eubacterium_.hallii._Eubacterium.hallii.CAG.12_uncultured.Eubacterium.sp.__Eubacterium_.hallii_	X_Eubacterium_.rectale._Eubacterium.rectale.CAG.36_Eubacterium.sp..41_20__Eubacterium_.rectale_	X_Eubacterium_.siraeum._Eubacterium.siraeum.CAG.80__Eubacterium_.siraeum_	X_Ruminococcus_.torques	bacterium.LF.3._Coprobacillus.sp..CAG.235_bacterium.LF.3_Coprobacillus.sp..CAG.235_29_27_uncultured.Clostridium.sp._	uncultured.Blautia.sp.	uncultured.Clostridium.sp.
801	62	0.517857143	32.107142866	0.808988764	801_0	0	Suez	2.68610323508225	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	19	0	0	0	0	3	0	0	17	0	0	0	0	0	0	0	6	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	2	0	0	6	0	1	0	0	0	1	0	14	2	1	1	0	1	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	1	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
802	20	0.333333333	6.66666666	0.584795322	802_0	0	Suez	2.19885133919198	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	1	0	0	1	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	12	1	0	0	0	0	0	1	5	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	2	1	0	1	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	80	0	1	0	0	0	1	0	3	1	0	2	2	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	1	1	0	0
803	52	0.284810127	14.810126604	0.486567164	803_0	0	Suez	2.86759263456468	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	1	0	0	0	14	0	1	0	0	0	0	0	1	0	1	1	1	3	0	0	2	1	2	1	0	0	2	0	0	1	0	3	3	0	3	0	1	1	0	14	0	3	1	0	1	1	0	0	0	3	0	0	0	1	0	0	0	0	31	0	0	33	0	3	0	0	0	0	0	1	1	0	0	0	0	4	0	1	1	0	7	0	0	0	0	3	0	1	0	0	0	0	0
804	53	0.285714286	15.142857158	0.616099071	804_0	0	Suez	3.25625853010769	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	1	0	9	0	1	2	0	14	0	0	0	1	0	0	0	1	0	0	0	1	3	0	0	4	0	1	0	1	0	2	0	0	2	0	3	1	0	4	0	0	1	0	10	2	5	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	14	1	1	30	1	0	0	0	0	2	0	0	1	1	3	0	0	1	1	1	0	2	5	0	0	0	1	8	0	2	0	2	0	0	3
805	55	0.680981595	37.453987725	0.840255591	805_0	0	Suez	2.82791872125184	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	2	30	0	0	1	0	32	0	0	0	0	0	2	0	8	0	0	1	0	4	0	0	2	0	7	0	0	4	0	0	0	0	0	1	0	0	3	0	0	0	0	37	0	5	0	0	3	0	0	2	0	0	0	0	0	0	0	0	2	0	11	0	0	7	0	0	0	0	0	2	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	2	0	0	4	1	6	0	0	0
806	37	0.681415929	25.212389373	0.83625731	806_0	0	Suez	3.33223127464458	3	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	10	0	8	3	2	0	0	20	0	0	0	0	7	0	6	9	0	7	0	0	0	4	3	13	1	0	0	0	0	4	0	2	6	0	0	0	0	0	0	0	0	0	0	7	3	0	0	0	0	1	11	0	0	1	4	0	1	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	3	0	0	0	0	1	0	0	10	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	9	4	0	6	0	0	0
807	62	0.541218638	33.555555556	0.705882353	807_0	0	Suez	3.64268059962514	0	0	1	1	1	0	0	2	0	0	1	0	1	0	0	1	1	0	0	1	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	2	14	0	1	0	0	5	1	0	11	0	0	0	2	0	0	2	0	0	0	1	0	0	0	1	0	1	0	2	2	3	2	2	0	0	0	4	3	0	0	1	1	1	0	6	0	0	5	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	2	0	4	4	1	3	0	0	0	1	0	0	0	0	0	0	0	0	2	1	3	1	2	0	1	1
ERAS10	79	0.4083601286	32.2604501594	0.4733333333	ERAS10_0	0	Palleja	2.7548707207064	0	0	0	0	5	0	0	0	0	0	2	0	6	0	2	3	0	0	0	3	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	22	2	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	2	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	1	3	2	1	1	5	0	34	0	0	47	0	0	0	2	2	0	0	0	6	0	0	0	5	0	0	1	0	0	0	0	3	1	1	0	0	3	1	0	0	0	0
ERAS11	180	0.4183006536	75.294117648	0.9821428571	ERAS11_0	0	Palleja	2.73973888215186	0	0	0	1	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	42	1	2	0	0	1	0	0	7	1	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	1	0	2	2	1	0	1	0	0	0	3	0	0	0	0	0	0	0	2	0	0	1	0	0	3	5	0	0	0	9	0	0	0	0	0	0	0	0	0	0	4	15	0	1	1	12	0	0	0	0	0	0	0	0	0	1	0	0	4	2	0	0	0	2
ERAS12	27	0.7324840764	19.7770700628	0.9913043478	ERAS12_0	0	Palleja	1.9142174707074	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	1	0	0	17	0	0	2	0	1	0	0	8	0	0	0	0	0	2	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	99	0	0	8	0	0	0	0	0	0	0	6	2	0	4	0	0	0	0	1	0	0	0	0	3	0	0	1	0	1	0	0	0	0	0
ERAS1	154	0.3769751693	58.0541760722	0.4588235294	ERAS1_0	0	Palleja	3.17319170140602	0	0	5	0	0	0	1	1	0	0	0	0	16	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	21	0	0	0	0	0	1	1	3	1	0	0	3	0	0	5	0	0	0	0	0	0	0	1	0	1	1	10	17	2	11	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	4	0	4	0	0	0	0	0	0	9	0	1	2	0	0	8	12	0	6	0	0	2	0	0	0	0	0	2	0	0	0	0	1	12	0	2	0	1	0
ERAS2	42	0.6042402827	25.3780918734	0.9492063492	ERAS2_0	0	Palleja	2.93196855241567	0	0	0	0	1	2	0	0	0	0	0	0	2	0	5	3	2	5	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	33	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	0	0	0	0	3	0	7	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	3	0	0	1	8	0	6	0	0	0	0	0	0	0	0	0	0	0	1	7	0	1	1	5	1	0	0
ERAS3	174	0.621399177	108.123456798	0.9259259259	ERAS3_0	0	Palleja	3.01133557209513	0	0	1	1	2	2	0	1	0	1	0	1	6	1	3	3	0	0	6	0	1	0	0	0	0	0	1	1	0	1	3	0	0	0	0	0	0	23	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	9	6	1	2	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	6	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	1
ERAS4	180	0.514084507	92.53521126	0.981981982	ERAS4_0	0	Palleja	2.93162700657937	0	0	0	0	2	0	0	1	0	0	0	0	0	1	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	19	10	1	0	0	0	0	0	1	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	1	0	0	8	5	6	1	0	1	6	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	24	0	0	16	0	0	0	0	0	0	0	5	4	0	1	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ERAS5	25	0.7272727273	18.1818181825	0.9702380952	ERAS5_0	0	Palleja	2.54168427617468	3	2	0	0	0	0	0	0	0	0	0	0	9	1	0	4	0	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	1	1	0	0	0	0	28	0	0	0	0	0	1	0	0	0	0	0	0	1	4	0	2	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	40	0	0	1	0	0	5	0	0	1	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	14	0	0	0	0	0
ERAS6	180	0.7423312883	133.619631894	0.9391891892	ERAS6_0	0	Palleja	2.23051783780435	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	9	1	0	0	0	0	0	0	6	1	0	0	0	0	0	0	18	0	0	0	0	0	4	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	1	0	72	0	0	0	0	0	0	0	2	0	3	19	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	1	13	0	0	0	0	0
ERAS7	42	0.6063492063	25.4666666646	0.9816513761	ERAS7_0	0	Palleja	2.86223139172952	0	0	0	0	1	2	0	0	0	0	0	0	2	0	0	5	0	1	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	28	1	0	0	1	0	0	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	6	2	2	0	2	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	4	3	2	2	2	0	0	0	0	14	0	0	0	0	1	0	0	24	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	13	0	0	0	0	0
ERAS8	180	0.3671641791	66.089552238	0.5641791045	ERAS8_0	0	Palleja	2.66668980991629	0	0	0	1	0	0	1	0	0	0	0	0	6	4	9	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	22	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	1	3	0	2	0	0	1	0	2	0	4	0	0	1	0	0	0	0	0	0	1	2	3	1	0	1	0	50	0	0	20	0	0	0	0	3	0	0	1	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	5	0	0	0	0	1
